HUC12,DCA_CODE_2020,Sum_Survey_Acrea_2020,Sum_AreaMapped_2020,Sum_Damage_Area_2020
10100060108,0,16067.01911063529,0,0
10100060109,0,27100.35000902171,0,0
10100060110,0,12106.538716683797,0,0
10100060111,0,23213.43697088231,0,0
10100060201,0,2254.176505141944,0,0
10100060202,0,0,0,0
10100060203,0,13242.05753220452,0,0
10100060204,0,60.0292553611025,0,0
10100060205,0,0,0,0
10100060206,0,952.9074284990335,0,0
10100060207,0,13416.809511084188,0,0
10100060207,90000,61.45233027848704,61.45233027848704,4.727102329114388
10100060208,0,22685.249253756265,0,0
10100060208,90000,187.78961302870573,187.78961302870573,14.445354848361978
10100060209,0,16864.825798887403,0,0
10100060301,0,0,0,0
10100060302,0,0,0,0
10100060303,0,0,0,0
10100060304,0,0,0,0
10100060305,0,0,0,0
10100060306,0,0,0,0
10100060307,0,0,0,0
10100060308,0,0,0,0
10100060309,0,0,0,0
10100060401,0,0,0,0
10100060402,0,0,0,0
10100060403,0,0,0,0
10100060404,0,0,0,0
10100060405,0,0,0,0
10100060406,0,0,0,0
10100060407,0,0,0,0
10100060408,0,0,0,0
10100060409,0,8239.835888336524,0,0
10100070101,0,22781.177751170126,0,0
10100070102,0,9276.542762619754,0,0
10100070103,0,30451.809348233517,0,0
10100070201,0,12690.321893422544,0,0
10100070202,0,13863.54583788793,0,0
10100070203,0,34133.09855347702,0,0
10100070204,0,22269.75436448876,0,0
10100070204,50003,21.619254268596023,21.619254268596023,1.663019559122771
10100070205,0,25475.452283383896,0,0
10100070301,0,2438.542840356009,0,0
10100070302,0,0,0,0
10100070303,0,0,0,0
10100070304,0,0,0,0
10100070305,0,8589.7349671752,0,0
10100070401,0,0,0,0
10100070402,0,0,0,0
10100070403,0,0,0,0
10100070404,0,0,0,0
10100070405,0,0,0,0
10100070406,0,0,0,0
10100070407,0,0,0,0
10100070408,0,0,0,0
10100070409,0,0,0,0
10100070410,0,13236.837629544536,0,0
10100070501,0,0,0,0
10100070502,0,0,0,0
10100070503,0,0,0,0
10100070504,0,0,0,0
10100070505,0,0,0,0
10100070506,0,2892.180917246107,0,0
10100070601,0,9741.607985128285,0,0
10100070602,0,13661.943341395145,0,0
10100070603,0,24147.390613961972,0,0
10100070603,50003,16.37918485626887,16.37918485626887,1.2599372966360671
10100070701,0,0,0,0
10100070702,0,0,0,0
10100070703,0,13803.552255423563,0,0
10100070801,0,29702.60831901793,0,0
10100070802,0,520.10997864128,0,0
10100070803,0,16072.252832266224,0,0
10100070804,0,11809.202115330538,0,0
10100070805,0,10312.442794727041,0,0
10100070901,0,508.2675110688455,0,0
10100070902,0,2454.01962891098,0,0
10100070903,0,0,0,0
10100070904,0,103.40605100875713,0,0
10100070905,0,4590.580766923233,0,0
10100070906,0,16514.26008954276,0,0
10100070907,0,16450.896753792764,0,0
10100070908,0,40040.21815045688,0,0
10100071001,0,12542.552328950153,0,0
10100071001,12038,23.54666770353257,23.54666770353257,1.8112821310409668
10100071002,0,12522.094451359797,0,0
10100071003,0,22669.45210347571,0,0
10100080101,0,9517.833621720894,0,0
10100080102,0,13885.657282849486,0,0
10100080103,0,2655.036626175442,0,0
10100080201,0,0,0,0
10100080202,0,0,0,0
10100080203,0,0,0,0
10100080204,0,0,0,0
10100080205,0,0,0,0
10100080206,0,3793.6034449969006,0,0
10100080301,0,0,0,0
10100080302,0,0,0,0
10100080303,0,0,0,0
10100080304,0,0,0,0
10100080305,0,0,0,0
10100080306,0,0,0,0
10100080401,0,8766.586800114832,0,0
10100080402,0,0,0,0
10100080403,0,30251.809645158486,0,0
10100080404,0,11795.290551549131,0,0
10100080405,0,10536.157699846806,0,0
10100080406,0,24759.248325730478,0,0
10100080407,0,17458.46358845792,0,0
10100080408,0,22793.150043957983,0,0
10100080409,0,11214.204900696332,0,0
10100080501,0,0,0,0
10100080502,0,0,0,0
10100080503,0,0,0,0
10100080504,0,0,0,0
10100080505,0,0,0,0
10100080601,0,0,0,0
10100080602,0,0,0,0
10100080603,0,0,0,0
10100080604,0,0,0,0
10100080605,0,0,0,0
10100080701,0,0,0,0
10100080702,0,0,0,0
10100080703,0,0,0,0
10100080704,0,0,0,0
10100080801,0,0,0,0
10100080802,0,0,0,0
10100080803,0,0,0,0
10100080804,0,0,0,0
10100080805,0,0,0,0
10100080806,0,0,0,0
10100080807,0,0,0,0
10100080901,0,0,0,0
10100080902,0,0,0,0
10100080903,0,0,0,0
10100080904,0,0,0,0
10100080905,0,0,0,0
10100080906,0,0,0,0
10100080907,0,0,0,0
10100080908,0,0,0,0
10100080909,0,0,0,0
10100080910,0,0,0,0
10100080911,0,0,0,0
10100080912,0,0,0,0
10100080913,0,0,0,0
10100081001,0,0,0,0
10100081002,0,0,0,0
10100081003,0,0,0,0
10100081004,0,0,0,0
10100081005,0,0,0,0
10100081006,0,0,0,0
10100081007,0,0,0,0
10100081008,0,0,0,0
10100081009,0,0,0,0
10100081101,0,0,0,0
10100081102,0,0,0,0
10100081103,0,0,0,0
10100081104,0,0,0,0
10100081105,0,0,0,0
10100081106,0,0,0,0
10100081201,0,0,0,0
10100081202,0,8808.247737269112,0,0
10100081203,0,5415.361424817092,0,0
10100090100,0,0,0,0
10100090201,0,0,0,0
10100090202,0,0,0,0
10100090203,0,0,0,0
10100090204,0,0,0,0
10100090301,0,0,0,0
10100090302,0,0,0,0
10100090303,0,0,0,0
10100090401,0,0,0,0
10100090402,0,0,0,0
10100090403,0,0,0,0
10100090500,0,0,0,0
10100090600,0,0,0,0
10100090700,0,0,0,0
10100090801,0,6227.847519863979,0,0
10100090802,0,4662.844615887338,0,0
10100090803,0,0,0,0
10100090804,0,41155.22396398711,0,0
10100090805,0,2478.543415645292,0,0
10100090806,0,13320.008536299827,0,0
10100090807,0,0,0,0
10100090808,0,0.509605319098286,0,0
10100090809,0,0,0,0
10100090810,0,0,0,0
10100100101,0,0,0,0
10100100102,0,0,0,0
10100100103,0,0,0,0
10100100104,0,0,0,0
10100100201,0,0,0,0
10100100202,0,7144.176429238923,0,0
10100100203,0,0,0,0
10100100204,0,9365.346125487167,0,0
10100100205,0,11736.372964596625,0,0
10100100206,0,0,0,0
10100100207,0,0,0,0
10100100301,0,0,0,0
10100100302,0,0,0,0
10100100303,0,0,0,0
10100100401,0,0,0,0
10100100402,0,0,0,0
10100100403,0,0,0,0
10100100404,0,0,0,0
10100100405,0,0,0,0
10100100501,0,0,0,0
10100100502,0,0,0,0
10100100503,0,0,0,0
10100110101,0,0,0,0
10100110102,0,0,0,0
10100110103,0,0,0,0
10100110104,0,31225.524492273278,0,0
10100110105,0,0,0,0
10100110106,0,0,0,0
10100110107,0,0,0,0
10100110108,0,0,0,0
10100110109,0,0,0,0
10100110201,0,0,0,0
10100110202,0,0,0,0
10100110203,0,0,0,0
10100110204,0,0,0,0
10100110301,0,0,0,0
10100110302,0,0,0,0
10100110303,0,0,0,0
10100110304,0,0,0,0
10100110305,0,0,0,0
10100110401,0,0,0,0
10100110402,0,0,0,0
10100110403,0,0,0,0
10100110404,0,0,0,0
10100110405,0,0,0,0
10100110406,0,0,0,0
10100110407,0,0,0,0
10100110408,0,0,0,0
10100110409,0,0,0,0
10100110501,0,0,0,0
10100110502,0,0,0,0
10100110503,0,0,0,0
10100110504,0,0,0,0
10100110505,0,0,0,0
10100110506,0,0,0,0
10100110507,0,0,0,0
10100110508,0,0,0,0
10100110509,0,0,0,0
10100110601,0,0,0,0
10100110602,0,0,0,0
10100110603,0,0,0,0
10100110604,0,0,0,0
10100110605,0,0,0,0
10100110606,0,0,0,0
10100110607,0,0,0,0
10100110701,0,0,0,0
10100110702,0,0,0,0
10100110703,0,0,0,0
10100110704,0,0,0,0
10200010101,0,11647.291226619935,0,0
10200010102,0,11474.058855501455,0,0
10200010103,0,23862.36899688891,0,0
10200010104,0,24538.107668739598,0,0
10200010105,0,14414.13980867548,0,0
10200010106,0,59927.60771253884,0,0
10200010201,0,23013.19285994126,0,0
10200010201,90000,186.4842176211293,186.4842176211293,57.37975926803978
10200010202,0,10465.927579768912,0,0
10200010203,0,8755.020393475801,0,0
10200010204,0,29458.88540648365,0,0
10200010205,0,12800.712099912578,0,0
10200010206,0,7576.823165860683,0,0
10200010207,0,5332.037926901879,0,0
10200010208,0,417.5906562169986,0,0
10200010209,0,8635.421776738503,0,0
10200010210,0,19055.392288484778,0,0
10200010301,0,16534.816884153606,0,0
10200010302,0,37764.80542124158,0,0
10200010303,0,8030.725979325015,0,0
10200010304,0,8067.035418814841,0,0
10200010305,0,6520.461958017776,0,0
10200010306,0,11781.165662071955,0,0
10200010307,0,24205.271856951353,0,0
10200010308,0,24530.515556874434,0,0
10200010401,0,38138.11530378285,0,0
10200010402,0,13337.426276813014,0,0
10200010403,0,25149.03424581506,0,0
10200010404,0,34171.05277090805,0,0
10200010501,0,13461.01417127165,0,0
10200010502,0,4218.646627199662,0,0
10200010503,0,18474.881423602084,0,0
10200010504,0,9074.771606338772,0,0
10200010505,0,24929.76022310754,0,0
10200010506,0,13858.815898828281,0,0
10200010507,0,23280.349506636918,0,0
10200010508,0,15223.303876254982,0,0
10200010509,0,104914.5634529901,0,0
10200010601,0,9036.781881553363,0,0
10200010602,0,30302.2015043537,0,0
10200010701,0,6554.095629540883,0,0
10200010702,0,30921.06847209195,0,0
10200010703,0,18123.157608235357,0,0
10200010703,90000,3.338945385053734,3.338945385053734,0.2568419526964411
10200010704,0,9373.241898108228,0,0
10200010801,0,5997.271522108615,0,0
10200010802,0,7697.437556681614,0,0
10200010803,0,8863.60726380544,0,0
10200010804,0,7710.350085441876,0,0
10200010805,0,826.5005480329447,0,0
10200010901,0,8861.68685768185,0,0
10200010902,0,399.7991881927482,0,0
10200010903,0,14946.800668081501,0,0
10200010904,0,25600.53840368727,0,0
10200010905,0,5211.76382934889,0,0
10200010906,0,6018.365755585178,0,0
10200010907,0,0,0,0
10200011001,0,0,0,0
10200011002,0,0,0,0
10200011003,0,0,0,0
10200011004,0,0,0,0
10200011005,0,0,0,0
10200011006,0,163.62400739780816,0,0
10200011007,0,20705.282228329725,0,0
10200020101,0,9671.782492829827,0,0
10200020102,0,41949.92710089864,0,0
10200020103,0,5720.242489070872,0,0
10200020104,0,10979.890693773747,0,0
10200020105,0,39026.932989165856,0,0
10200020106,0,29313.600252444438,0,0
10200020107,0,13141.389944259143,0,0
10200020108,0,10583.731407150779,0,0
10200020201,0,17327.655130540395,0,0
10200020202,0,11119.922916452204,0,0
10200020203,0,7065.433854093441,0,0
10200020204,0,51058.839534915285,0,0
10200020205,0,37489.692557935545,0,0
10200020301,0,1358.5974977321885,0,0
10200020302,0,16246.436471481937,0,0
10200020303,0,372.636710363504,0,0
10200020304,0,0,0,0
10200020401,0,19200.863553983992,0,0
10200020402,0,9218.246262811139,0,0
10200020403,0,12002.569551833822,0,0
10200020404,0,5266.061532428679,0,0
10200020405,0,15473.319062651226,0,0
10200020406,0,3584.7696605026395,0,0
10200020407,0,946.2551862827793,0,0
10200020408,0,0,0,0
10200020501,0,0,0,0
10200020502,0,21894.729400133423,0,0
10200020503,0,157.27130321759228,0,0
10200020504,0,11307.426881672627,0,0
10200020505,0,11500.547858581556,0,0
10200020506,0,4032.8513346727086,0,0
10200020507,0,19157.43197014283,0,0
10200030101,0,16582.840205259883,0,0
10200030102,0,9934.728799539964,0,0
10200030103,0,13171.393256058918,0,0
10200030104,0,15534.793909781822,0,0
10200030105,0,17520.2322257932,0,0
10200030106,0,14992.239342578943,0,0
10200030107,0,30102.63803480529,0,0
10200030108,0,10493.067956849702,0,0
10200030109,0,24183.869131290376,0,0
10200030110,0,14646.355983362908,0,0
10200030111,0,5602.204463903874,0,0
10200030112,0,915.8200538315622,0,0
10200030113,0,50.64349728811664,0,0
10200030201,0,9687.189154161111,0,0
10200030202,0,90.71094326115774,0,0
10200030203,0,583.0708128717355,0,0
10200030204,0,6473.99967164535,0,0
10200030205,0,5243.1132186583045,0,0
10200030301,0,30082.557760548378,0,0
10200030302,0,1355.1617962812688,0,0
10200030303,0,23651.94720474842,0,0
10200030401,0,41430.26129743716,0,0
10200030402,0,35344.23238404491,0,0
10200030403,0,14187.318646674756,0,0
10200030404,0,17002.3088406894,0,0
10200030501,0,0,0,0
10200030502,0,1933.834995625144,0,0
10200030503,0,0,0,0
10200030504,0,15.209342418514815,0,0
10200030505,0,2479.280773889417,0,0
10200030506,0,0,0,0
10200030507,0,0,0,0
10200030508,0,0,0,0
10200030509,0,0,0,0
10200030510,0,0,0,0
10200030511,0,11307.821948527173,0,0
10200030601,0,13110.150389421995,0,0
10200030602,0,13936.055931549501,0,0
10200030603,0,22985.16029542637,0,0
10200030604,0,15791.481619200757,0,0
10200030605,0,10082.872652172506,0,0
10200030606,0,1600.573327484592,0,0
10200030607,0,10450.292808742353,0,0
10200030701,0,0,0,0
10200030702,0,0,0,0
10200030703,0,0,0,0
10200030704,0,0,0,0
10200040101,0,14213.601213150252,0,0
10200040102,0,9189.214239499594,0,0
10200040103,0,22049.751341362968,0,0
10200040104,0,11437.209184096615,0,0
10200040105,0,13049.426867650649,0,0
10200040106,0,11194.082801162998,0,0
10200040107,0,18238.514485925953,0,0
10200040108,0,7924.517340407481,0,0
10200040109,0,12819.080923333122,0,0
10200040110,0,21497.6921597458,0,0
10200040111,0,18755.2140521945,0,0
10200040201,0,16422.15959332191,0,0
10200040202,0,23480.666064178728,0,0
10200040203,0,23797.383189853237,0,0
10200040204,0,21335.84025905334,0,0
10200040205,0,15350.918891159476,0,0
10200040301,0,20881.293309974415,0,0
10200040302,0,20447.29980009205,0,0
10200040303,0,8582.868807976256,0,0
10200040304,0,2374.772984624092,0,0
10200040305,0,12817.166396987172,0,0
10200040306,0,5707.390748739055,0,0
10200040307,0,24651.403636053394,0,0
10200040308,0,16252.968227907046,0,0
10200040309,0,10107.46286348661,0,0
10200040310,0,13381.651726692084,0,0
10200040311,0,37517.540713751834,0,0
10200040312,0,2005.6058170301835,0,0
10200040401,0,22009.240227586317,0,0
10200040402,0,27104.005659344064,0,0
10200040403,0,17491.198328172606,0,0
10200040404,0,15802.912842868189,0,0
10200040405,0,20359.717414103918,0,0
10200040406,0,10636.44755959806,0,0
10200040407,0,20117.628353014436,0,0
10200040408,0,14528.436338465066,0,0
10200040409,0,11677.549120577967,0,0
10200040410,0,5451.8315808731495,0,0
10200040501,0,0,0,0
10200040502,0,7039.811445250028,0,0
10200040503,0,9449.432478402163,0,0
10200040504,0,9287.161209372247,0,0
10200040601,0,10167.890780237114,0,0
10200040602,0,0,0,0
10200040603,0,312.8002020410441,0,0
10200040604,0,30743.76592797706,0,0
10200050101,0,28311.505341692042,0,0
10200050102,0,14630.12758575623,0,0
10200050103,0,25176.75963787042,0,0
10200050104,0,27721.128891645916,0,0
10200050201,0,5704.922735535164,0,0
10200050202,0,1249.2748462819902,0,0
10200050203,0,14862.138837416409,0,0
10200050204,0,33365.78001485434,0,0
10200050205,0,2498.4004184129208,0,0
10200050206,0,32093.437031666363,0,0
10200050207,0,30692.094958342284,0,0
10200050208,0,29785.991056770745,0,0
10200050301,0,0,0,0
10200050302,0,0,0,0
10200050303,0,0,0,0
10200050304,0,0,0,0
10200050305,0,21882.20401121067,0,0
10200050306,0,0,0,0
10200050307,0,90.37371621948932,0,0
10200050308,0,0,0,0
10200050309,0,170.60666022993894,0,0
10200050310,0,10681.03394482106,0,0
10200050311,0,2341.191749141653,0,0
10200050401,0,17475.565832879875,0,0
10200050402,0,24521.156214501098,0,0
10200050403,0,13272.741192973603,0,0
10200050404,0,14113.764062674489,0,0
10200050405,0,27399.230386695675,0,0
10200050406,0,14397.498489257245,0,0
10200050407,0,19275.390969869553,0,0
10200050408,0,25220.94272898528,0,0
10200050501,0,19792.22203060067,0,0
10200050502,0,18917.912920914725,0,0
10200050503,0,24205.388432344258,0,0
10200050504,0,24264.603279158262,0,0
10200050505,0,24850.244928141976,0,0
10200050506,0,20706.978187413544,0,0
10200050507,0,23391.48110922483,0,0
10200050508,0,11230.933598074387,0,0
10200050509,0,17990.064668447594,0,0
10200050510,0,8374.71236489614,0,0
10200050601,0,28522.215405333773,0,0
10200050602,0,30456.046175550582,0,0
10200050603,0,22170.0924142516,0,0
10200050701,0,17154.34292160122,0,0
10200050702,0,12242.172666899385,0,0
10200050703,0,26407.19583725188,0,0
10200050704,0,16737.780108801027,0,0
10200050705,0,12443.923461893195,0,0
10200050706,0,28515.6271235698,0,0
10200050707,0,28597.226619878296,0,0
10200050801,0,21548.837616746037,0,0
10200050802,0,14036.219917071452,0,0
10200050803,0,17899.451182302004,0,0
10200050804,0,25844.95454807341,0,0
10200050805,0,18157.004777219066,0,0
10200050901,0,23597.700159358148,0,0
10200050902,0,27820.75179396985,0,0
10200050903,0,16626.90781435577,0,0
10200050903,12068,20.22610410235226,20.22610410235226,6.223416646877618
10200050904,0,19737.765104583123,0,0
10200050905,0,13391.977716202877,0,0
10200050906,0,6614.933703857561,0,0
10200051001,0,11801.289233264466,0,0
10200051002,0,12966.992062665444,0,0
10200051003,0,23864.20698614511,0,0
10200051004,0,22081.025266236124,0,0
10200051005,0,16122.584418732593,0,0
10200051006,0,22251.976818909057,0,0
10200051007,0,34986.280443701035,0,0
10200051008,0,13490.495457968262,0,0
10200051009,0,30495.490969018076,0,0
10300010101,0,0,0,0
10300010102,0,0,0,0
10300010201,0,995.3795777538501,0,0
10300010202,0,3098.4608802752255,0,0
10300010203,0,16288.449243291776,0,0
10300010204,0,10932.494606810576,0,0
10300010205,0,11764.541516778003,0,0
10300010206,0,38092.9240802823,0,0
10300010301,0,18665.463853325,0,0
10300010302,0,23392.77568609174,0,0
10300010303,0,44726.27719239085,0,0
10300010304,0,16223.677953548584,0,0
10300010305,0,10351.242835868024,0,0
10300010306,0,2676.792417207147,0,0
10300010307,0,1629.4369664122946,0,0
10300010308,0,656.6873083194532,0,0
10300010309,0,7045.9307693986175,0,0
10300010310,0,2002.1260816032175,0,0
10300010401,0,2302.3694242319702,0,0
10300010402,0,3879.1497408646155,0,0
10300010403,0,11211.14311362369,0,0
10300010404,0,37899.1873851468,0,0
10300010501,0,9436.436346797314,0,0
10300010502,0,18991.01669986552,0,0
10300010503,0,13818.193032824927,0,0
10300010504,0,2437.878871848144,0,0
10300010505,0,15892.34807879098,0,0
10300010506,0,29209.706928889125,0,0
10300010507,0,21375.700918809136,0,0
10300010508,0,8579.1972919302,0,0
10300010508,50013,0.966902586876011,0.966902586876011,0.966902586876011
10300010509,0,7586.5754627614415,0,0
10300010509,50013,1.770810618135115,1.770810618135115,1.770810618135115
10300010510,0,161962.88458638496,0,0
10300010601,0,21473.16440982355,0,0
10300010602,0,19934.21896058018,0,0
10300010603,0,32196.362916561804,0,0
10300010604,0,8664.225298610636,0,0
10300010605,0,13062.092793233078,0,0
10300010606,0,9184.895939087484,0,0
10300010607,0,37562.49357740176,0,0
10300010608,0,13353.903480545434,0,0
10300010609,0,778.5007683515778,0,0
10300010610,0,18718.633798763953,0,0
10300020101,0,0,0,0
10300020102,0,0,0,0
10300020103,0,0,0,0
10300020104,0,0,0,0
10300020105,0,0,0,0
10300020106,0,39.62549421626594,0,0
10300020201,0,0,0,0
10300020202,0,0,0,0
10300020203,0,3790.353531242723,0,0
10300020204,0,0,0,0
10300020301,0,19945.204902014495,0,0
10300020302,0,18782.50659123068,0,0
10300020303,0,27271.433613671896,0,0
10300020304,0,30522.207402518005,0,0
10300020401,0,13628.284185121245,0,0
10300020402,0,6061.6777206527095,0,0
10300020403,0,998.5809283544821,0,0
10300020404,0,17479.185694594868,0,0
10300020405,0,22339.26850355177,0,0
10300020406,0,22377.151313347866,0,0
10300020501,0,12534.227323593144,0,0
10300020502,0,22054.515327415796,0,0
10300020503,0,10355.94703622318,0,0
10300020504,0,14606.36603042507,0,0
10300020505,0,28.745899774739268,0,0
10300020506,0,16198.03683695447,0,0
10300030101,0,19860.90405544351,0,0
10300030102,0,17995.24599606825,0,0
10300030102,90000,692.346678665259,692.346678665259,53.257436820404536
10300030103,0,12438.552441274585,0,0
10300030104,0,10514.817698462743,0,0
10300030105,0,11920.599395199186,0,0
10300030106,0,27200.396388478544,0,0
10300030201,0,11573.677819197736,0,0
10300030202,0,18452.83102366617,0,0
10300030203,0,28276.193181568593,0,0
10300030301,0,16036.088322327854,0,0
10300030302,0,20642.72326989986,0,0
10300030303,0,12203.748852361168,0,0
10300030304,0,22962.792821822484,0,0
10300030401,0,23026.51215993941,0,0
10300030402,0,30691.268521474605,0,0
10300030501,0,16203.858797002898,0,0
10300030502,0,8361.989382798023,0,0
10300030502,50013,147.4300663862762,147.4300663862762,11.34077433740586
10300030503,0,24493.6769359038,0,0
10300030503,90000,16.71311407495574,16.71311407495574,5.14249663844792
10300030601,0,21909.981758560858,0,0
10300030602,0,18313.66587024005,0,0
10300030701,0,19138.351435718123,0,0
10300030702,0,11369.073646180737,0,0
10300030703,0,7171.452340283708,0,0
10300030801,0,3710.8243347145512,0,0
10300030802,0,5635.791016607134,0,0
10300030803,0,2969.0034968128202,0,0
10300030804,0,542.9779166764422,0,0
10300030901,0,0,0,0
10300030902,0,0,0,0
10300030903,0,6983.000151677588,0,0
10300030904,0,2411.572195983118,0,0
10300030905,0,7530.31950527204,0,0
10300031001,0,23863.680688466513,0,0
10300031001,90000,0.152454443244972,0.152454443244972,0.04690905945999139
10300031002,0,13068.574969166688,0,0
10300031003,0,11850.212203726696,0,0
10300031004,0,28483.393905575198,0,0
