OID,DCA_Code,Common_Name,Scientific_Name,Category
-1,14051,cottony maple scale,Pulvinaria innumerabilis,Sap Feeders
-1,14052,fir mealybug,Puto cupressi,Sap Feeders
-1,14053,Douglas-fir mealybug,Puto profusus,Sap Feeders
-1,14054,spruce mealybug,Puto sandini,Sap Feeders
-1,14055,hemispherical scale,Saissetia coffeae,Sap Feeders
-1,14056,woolly pine needle aphid,Schizolachnus piniradiatae,Sap Feeders
-1,14057,steatococcus scale,Steatococcus samaraius,Sap Feeders
-1,14058,pear thrips,Taeniothrips inconsequens,Sap Feeders
-1,14059,mulberry whitefly,Tetraleurodes mori,Sap Feeders
-1,14060,tuliptree scale,Toumeyella liriodendri,Sap Feeders
-1,14061,pine tortoise scale,Toumeyella parvicornis,Sap Feeders
-1,14062,citrus snow scale,Unaspis citri,Sap Feeders
-1,14063,birch aphid,Euceraphis betulae,Sap Feeders
-1,14064,Kermes scale,Allokermes spp.,Sap Feeders
-1,14065,Casuarina spittlebug,Clastoptera undulata,Sap Feeders
-1,14066,giant bark aphid,Longistigma caryae,Sap Feeders
-1,14067,woolly pine scale,Pseudophilippia quaintancii,Sap Feeders
-1,14068,European elm scale,Gossyparia spuria,Sap Feeders
-1,14069,elm scurfy scale,Chionaspis americana,Sap Feeders
-1,14070,magnolia scale,Neolecanium cornuparvum,Sap Feeders
-1,14071,beech blight aphid,Fagiphagus imbricator,Sap Feeders
-1,14072,beech woolly aphid,Phyllaphis fagi,Sap Feeders
-1,14073,Asian cycad scale,Aulacaspis yasumatsui,Sap Feeders
-1,14074,European fruit lecanium scale,Parthenolecanium corni,Sap Feeders
-1,14075,lobate lac scale,Paratachardina lobata,Sap Feeders
-1,14076,calico scale,Eulecanium cerasorum,Sap Feeders
-1,14077,California red scale,Aonidiella aurantii,Sap Feeders
-1,14078,circular hemlock scale,Nuculaspis tsugae,Sap Feeders
-1,14079,cottony cushion scale,Icerya purchasi,Sap Feeders
-1,14080,eucalyptus psyllid,Blastopsylla occidentalis,Sap Feeders
-1,14081,golden oak scale,Asterolecanium variolosum,Sap Feeders
-1,14082,juniper scale,Carulaspis juniperi,Sap Feeders
-1,14083,pink hibiscus mealybug,Maconellicoccus hirsutus,Sap Feeders
-1,14084,San Jose scale,Diaspidiotus perniciosus,Sap Feeders
-1,14085,oak pit scale A. minus,Asterolecanium minus,Sap Feeders
-1,14086,bluegum psyllid,Ctenarytaina eucalypti,Sap Feeders
-1,14087,linden aphid,Eucallipterus tiliae,Sap Feeders
-1,14088,Norway maple aphid,Periphyllus lyropictus,Sap Feeders
-1,14089,camphor scale,Pseudaonidia duplex,Sap Feeders
-1,14090,spotted lanternfly,Lycorma delicatula,Sap Feeders
-1,14091,ash whitefly,Siphoninus phillyreae,Sap Feeders
-1,14093,ash plant bug,Tropidosteptes amoenus,Sap Feeders
-1,14094,coconut scale,Aspidiotus destructor,Sap Feeders
-1,14095,leafhopper,<Cicadellidae>,Sap Feeders
-1,14096,California tortoiseshell,Nymphalis californica,Sap Feeders
-1,14097,tarnished plant bug,Lygus lineolaris,Sap Feeders
-1,14098,adelgids,<Adelgidae>,Sap Feeders
-1,14099,harrisia cactus mealybug,Hypogeococcus pungens,Sap Feeders
-1,14800,"other sap feeder, known (code pending)","<other sap feeder, known (code pending)>",Sap Feeders
-1,14900,unknown sap feeder,<unknown sap feeder>,Sap Feeders
-1,15000,wood borers,<wood borers>,Wood Borers
-1,15001,shoot borers,<shoot borers>,Wood Borers
-1,15002,termites,<Termitoidae>,Wood Borers
-1,15003,ponderosa pine bark borer,Acanthocinus princeps,Wood Borers
-1,15004,bronze birch borer,Agrilus anxius,Wood Borers
-1,15005,twolined chestnut borer,Agrilus bilineatus,Wood Borers
-1,15006,bronze poplar borer,Agrilus liragus,Wood Borers
-1,15007,carpenter bees,<Apidae>,Wood Borers
-1,15008,flatheaded borer,<Buprestidae>,Wood Borers
-1,15009,golden buprestid,Buprestis aurulenta,Wood Borers
-1,15010,carpenter ants,Camponotus spp.,Wood Borers
-1,15011,gouty pitch midge,Cecidomyia piniinopis,Wood Borers
-1,15012,shootboring sawflies,<Cephidae>,Wood Borers
-1,15013,roundheaded borer,<Cerambycidae>,Wood Borers
-1,15014,flatheaded appletree borer,Chrysobothris femorata,Wood Borers
-1,15016,Columbian timber beetle,Corthylus columbianus,Wood Borers
-1,15017,pitted ambrosia beetle,Corthylus punctatissimus,Wood Borers
-1,15018,carpenterworm moths,<Cossidae>,Wood Borers
-1,15019,poplar-and-willow borer,Cryptorhynchus lapathi,Wood Borers
-1,15022,Zimmerman pine moth,Dioryctria zimmermani,Wood Borers
-1,15025,lesser cornstalk borer,Elasmopalpus lignosellus,Wood Borers
-1,15026,red oak borer,Enaphalodes rufulus,Wood Borers
-1,15027,ponderous borer,Ergates spiculatus,Wood Borers
-1,15030,Eucosma shoot borers,Eucosma spp.,Wood Borers
-1,15031,sugar maple borer,Glycobius speciosus,Wood Borers
-1,15032,Goes longhorn beetles,Goes spp.,Wood Borers
-1,15033,pine root collar weevil,Hylobius radicis,Wood Borers
-1,15035,powderpost beetles,<Lyctidae>,Wood Borers
-1,15036,tarnished plant bug,"Lygus lineolaris
",Wood Borers
-1,15037,bark weevils,Magdalis spp.,Wood Borers
-1,15038,white pine barkminer moth,Marmara fasciella,Wood Borers
-1,15039,locust borer,Megacyllene robiniae,Wood Borers
-1,15040,California flatheaded borer,Phaenops californica,Wood Borers
-1,15041,flatheaded fir borer,Phaenops drummondi,Wood Borers
-1,15042,whitespotted sawyer,Monochamus scutellatus,Wood Borers
-1,15043,redheaded ash borer,Neoclytus acuminatus,Wood Borers
-1,15044,western ash borer,Neoclytus conjunctus,Wood Borers
-1,15045,oberea shoot borers,Oberea spp.,Wood Borers
-1,15046,eucalyptus longhorned borer (P. semipunctata),Phoracantha semipunctata,Wood Borers
-1,15047,northern pine weevil,Pissodes approximatus,Wood Borers
-1,15048,balsam bark weevil,Pissodes striatulus,Wood Borers
-1,15049,Monterey pine weevil,Pissodes radiatae,Wood Borers
-1,15050,Engelmann spruce weevil,Pissodes strobi,Wood Borers
-1,15052,ambrosia beetles,Platypus spp.,Wood Borers
-1,15053,cottonwood borer,Plectrodera scalator,Wood Borers
-1,15054,balsam shootboring sawfly,Pleroneura brunneicornis,Wood Borers
-1,15055,pine gall weevil,Podapion gallicola,Wood Borers
-1,15056,ash borer,Podosesia syringae fraxini,Wood Borers
-1,15057,ash borer / lilac borer,Podosesia syringae,Wood Borers
-1,15058,carpenterworm,Prionoxystus robiniae,Wood Borers
-1,15059,maple shoot borers,Proteoteras spp.,Wood Borers
-1,15060,western subterranean termite,Reticulitermes hesperus,Wood Borers
-1,15061,coconut trunk weevil,Rhabdoscelus asperipennis,Wood Borers
-1,15062,New Guinea sugarcane weevil,Rhabdoscelus obscurus,Wood Borers
-1,15065,Nantucket pine tip moth,Rhyacionia frustrana,Wood Borers
-1,15068,poplar borer,Saperda calcarata,Wood Borers
-1,15069,roundheaded appletree borer,Saperda candida,Wood Borers
-1,15070,Saperda shoot borer,Saperda spp.,Wood Borers
-1,15071,clearwing moths,<Sesiidae>,Wood Borers
-1,15072,dogwood borer,Synanthedon scitula,Wood Borers
-1,15073,roundheaded fir borer,Tetropium abietis,Wood Borers
-1,15074,western larch borer,Tetropium velutinum,Wood Borers
-1,15075,western cedar borer,Trachykele blondeli,Wood Borers
-1,15076,Douglas-fir pitch moth,Synanthedon novaroensis,Wood Borers
-1,15077,sequoia pitch moth,Synanthedon sequoiae,Wood Borers
-1,15078,black twig borer,Xylosandrus compactus,Wood Borers
-1,15079,Pacific dampwood termite,Zootermopsis angusticollis,Wood Borers
-1,15081,granulate ambrosia beetle,Xylosandrus crassiusculus,Wood Borers
-1,15082,Asian longhorned beetle,Anoplophora glabripennis,Wood Borers
-1,15084,southern pine sawyer,Monochamus titillator,Wood Borers
-1,15085,banded ash borer,Neoclytus caprea,Wood Borers
-1,15086,Sitka spruce weevil,Pissodes sitchensis,Wood Borers
-1,15087,emerald ash borer,Agrilus planipennis,Wood Borers
-1,15088,hemlock borer,Melanophila fulvoguttata,Wood Borers
-1,15089,Formosan subterranean termite,Coptotermes formosanus,Wood Borers
-1,15090,sirex woodwasp,Sirex noctilio,Wood Borers
-1,15091,Oregon fir sawyer,Monochamus scutellatus oregonensis,Wood Borers
-1,15092,cypress weevil,Eudociminus mannerheimii,Wood Borers
-1,15093,camphor shot borer,Cnestus mutilatus,Wood Borers
-1,15094,goldspotted oak borer,Agrilus auroguttatus,Wood Borers
-1,15095,European oak borer,Agrilus sulcicollis,Wood Borers
-1,15096,black stem borer,Xylosandrus germanus,Wood Borers
-1,15097,<Icosium tomentosum>,Icosium tomentosum,Wood Borers
-1,15098,cherry bark tortrix,Enarmonia formosana,Wood Borers
-1,15099,eucalyptus longhorned borer (P. recurva),Phoracantha recurva,Wood Borers
-1,15100,Japanese cedar longhorn beetle,Callidellum rufipenne,Wood Borers
-1,15101,peach twig borer,Anarsia lineatella,Wood Borers
-1,15102,soapberry borer,Agrilus prionurus,Wood Borers
-1,15103,oak splendor beetle,Agrilus biguttatus,Wood Borers
-1,15104,polyphagous shot hole borer,Euwallacea nov. sp.,Wood Borers
-1,15105,oak twig pruner,Anelaphus parallelus,Wood Borers
-1,15106,horntails,<Siricidae>,Wood Borers
-1,15107,striped ambrosia beetle,Trypodendron lineatum,Wood Borers
-1,15108,redbay ambrosia beetle,Xyleborus glabratus,Wood Borers
-1,15109,eastern poplar buprestid,Poecilonota cyanipes,Wood Borers
-1,15110,flatheaded poplar borer,Dicerca tenebrica,Wood Borers
-1,15111,Mexican goldspotted oak borer,Agrilus coxalis,Wood Borers
-1,15800,"other wood borer, known (code pending)","<other wood borer, known (code pending)>",Wood Borers
-1,15900,unknown wood borer,<unknown wood borer>,Wood Borers
-1,16000,seed/cone/flower/fruit feeders,<seed/cone/flower/fruit feeders?,Seed/Cone/Flower/Fruit Feeders
-1,16001,Douglas-fir cone moth,Barbara colfaxiana,Seed/Cone/Flower/Fruit Feeders
-1,16002,lodgepole cone beetle,Conophthorus contortae,Seed/Cone/Flower/Fruit Feeders
-1,16003,limber pine cone beetle,Conophthorus flexilis,Seed/Cone/Flower/Fruit Feeders
-1,16004,mountain pine cone beetle,Conophthorus monticolae,Seed/Cone/Flower/Fruit Feeders
-1,16005,ponderosa pine cone beetle,Conophthorus ponderosae,Seed/Cone/Flower/Fruit Feeders
-1,16006,Monterey pine cone beetle,Conophthorus radiatae,Seed/Cone/Flower/Fruit Feeders
-1,16007,red pine cone beetle,Conophthorus resinosae,Seed/Cone/Flower/Fruit Feeders
-1,16008,white pine cone beetle,Conophthorus coniperda,Seed/Cone/Flower/Fruit Feeders
-1,16009,black walnut curculio,Conotrachelus retentus,Seed/Cone/Flower/Fruit Feeders
-1,16010,Douglas-fir cone gall midge,Contarinia oregonensis,Seed/Cone/Flower/Fruit Feeders
-1,16011,Douglas-fir cone scale midge,Contarinia washingtonensis,Seed/Cone/Flower/Fruit Feeders
-1,16012,acorn/nut weevils,Curculio spp.,Seed/Cone/Flower/Fruit Feeders
-1,16013,Caroline fruitfly,Dacus frauenfeldi,Seed/Cone/Flower/Fruit Feeders
-1,16014,spruce bud midge,Dasineura swainei,Seed/Cone/Flower/Fruit Feeders
-1,16015,fir coneworm,Dioryctria abietivorella,Seed/Cone/Flower/Fruit Feeders
-1,16016,southern pine coneworm,Dioryctria amatella,Seed/Cone/Flower/Fruit Feeders
-1,16017,ponderosa pine coneworm,Dioryctria auranticella,Seed/Cone/Flower/Fruit Feeders
-1,16018,loblolly pine coneworm,Dioryctria merkeli,Seed/Cone/Flower/Fruit Feeders
-1,16019,ponderosa twig moth,Dioryctria ponderosae,Seed/Cone/Flower/Fruit Feeders
-1,16020,<Dioryctria pseudotsugella>,Dioryctria pseudotsugella,Seed/Cone/Flower/Fruit Feeders
-1,16021,Dioryctria moths,Dioryctria spp.,Seed/Cone/Flower/Fruit Feeders
-1,16022,lodgepole cone moth,Eucosma rescissoriana,Seed/Cone/Flower/Fruit Feeders
-1,16023,seed chalcid,<Eurytomidae>,Seed/Cone/Flower/Fruit Feeders
-1,16024,slash pine flower thrips,Gnophothrips fuscus,Seed/Cone/Flower/Fruit Feeders
-1,16025,white spruce cone maggot,Strobilomyia neanthracina,Seed/Cone/Flower/Fruit Feeders
-1,16026,longleaf pine seed worm or moth,Laspeyresia ingens,Seed/Cone/Flower/Fruit Feeders
-1,16027,ponderosa pine seed moth,Laspeyresia piperana,Seed/Cone/Flower/Fruit Feeders
-1,16028,spruce seed moth,Cydia strobilella,Seed/Cone/Flower/Fruit Feeders
-1,16029,boxelder bug,Boisea trivittata,Seed/Cone/Flower/Fruit Feeders
-1,16030,leaffooted pine seed bug,Leptoglossus corculus,Seed/Cone/Flower/Fruit Feeders
-1,16031,western conifer-seed bug,Leptoglossus occidentalis,Seed/Cone/Flower/Fruit Feeders
-1,16032,hollyhock thrips,Liothrips varicornis,Seed/Cone/Flower/Fruit Feeders
-1,16033,subalpine fir seed chalcid,Megastigmus lasiocarpae,Seed/Cone/Flower/Fruit Feeders
-1,16034,spruce seed chalcid,Megastigmus piceae,Seed/Cone/Flower/Fruit Feeders
-1,16035,pine seed chalcid,Megastigmus albifrons,Seed/Cone/Flower/Fruit Feeders
-1,16036,fir seed chalcid,Megastigmus pinus,Seed/Cone/Flower/Fruit Feeders
-1,16037,Douglas-fir seed chalcid,Megastigmus spermotrophus,Seed/Cone/Flower/Fruit Feeders
-1,16038,yellow poplar weevil,Odontopus calceatus,Seed/Cone/Flower/Fruit Feeders
-1,16039,fruitpiercing moth,Othreis fullonia,Seed/Cone/Flower/Fruit Feeders
-1,16040,roundheaded cone borer,Paratimia conicola,Seed/Cone/Flower/Fruit Feeders
-1,16041,mango shoot caterpillar,Penicillaria jocosatrix,Seed/Cone/Flower/Fruit Feeders
-1,16042,coneworm (Phycitinae),<Phycitinae>,Seed/Cone/Flower/Fruit Feeders
-1,16043,harvester ants,Pogonomyrmex spp.,Seed/Cone/Flower/Fruit Feeders
-1,16044,citrus flower moth,Prays citri,Seed/Cone/Flower/Fruit Feeders
-1,16045,fir cone maggot,Strobilomyia abietis,Seed/Cone/Flower/Fruit Feeders
-1,16046,spruce cone maggot,Strobilomyia anthracina,Seed/Cone/Flower/Fruit Feeders
-1,16047,shieldbacked pine seed bug,Tetyra bipunctata,Seed/Cone/Flower/Fruit Feeders
-1,16049,prairie tent caterpillar,Malacosoma lutescens,Seed/Cone/Flower/Fruit Feeders
-1,16050,jack pine tip beetle,Conophthorus banksianae,Seed/Cone/Flower/Fruit Feeders
-1,16051,webbing coneworm,Dioryctria disclusa,Seed/Cone/Flower/Fruit Feeders
-1,16052,blister coneworm,Dioryctria clarioralis,Seed/Cone/Flower/Fruit Feeders
-1,16053,southern cone gall midge,Cecidomyia bisetosa,Seed/Cone/Flower/Fruit Feeders
-1,16054,seed bugs,<Lygaeidae>,Seed/Cone/Flower/Fruit Feeders
-1,16055,spruce coneworm,Dioryctria reniculelloides,Seed/Cone/Flower/Fruit Feeders
-1,16800,"other seed/cone/flower/fruit feeder, known (code pending)","<other seed/cone/flower/fruit feeder, known (code pending)>",Seed/Cone/Flower/Fruit Feeders
-1,16900,unknown seed/cone/flower/fruit feeder,<unknown seed/cone/flower/fruit feeder>,Seed/Cone/Flower/Fruit Feeders
-1,17000,gallmakers,<gallmakers>,Gallmakers
-1,17001,birch budgall mite,Aceria rudis,Gallmakers
-1,17002,eastern spruce gall adelgid,Adelges abietis,Gallmakers
-1,17003,Cooley spruce gall adelgid,Adelges cooleyi,Gallmakers
-1,17004,horned oak gall,Callirhytis cornigera,Gallmakers
-1,17005,oak gall wasp,Callirhytis quercusfutilis,Gallmakers
-1,17006,gall midge,<Cecidomyiidae>,Gallmakers
-1,17007,Douglas-fir needle midge,Contarinia pseudotsugae,Gallmakers
-1,17008,gall mite,<Eriophyidae>,Gallmakers
-1,17009,spruce gall midge,Mayetiola piceae,Gallmakers
-1,17010,hackberry nipplegall maker,Pachypsylla celtidismamma,Gallmakers
-1,17011,balsam gall midge,Paradiplosis tumifex,Gallmakers
-1,17012,hickory gall phylloxera,Phylloxera caryaecaulis,Gallmakers
-1,17013,gall aphid,<Phylloxeridae>,Gallmakers
-1,17014,alder gall mite,Phytoptus laevis,Gallmakers
-1,17015,psyllid,<Psyllidae>,Gallmakers
-1,17016,sugarberry psyllid,Tetragonocephela flava,Gallmakers
-1,17017,mountain apple psyllid,Trioza vitiensis,Gallmakers
-1,17019,spider mites,Oligonychus spp.,Gallmakers
-1,17020,cypress gall midges,Taxodiomyia spp.,Gallmakers
-1,17021,jumping oak gall wasp,Neuroterus saltatorius,Gallmakers
-1,17022,erythrina gall wasp,Quadrastichus erythrinae,Gallmakers
-1,17023,chestnut gall wasp,Dryocosmus kuriphilus,Gallmakers
-1,17024,crypt gall wasp,Callirhytis ceropteroides,Gallmakers
-1,17800,"other gallmaker, known (code pending)","<other gallmaker, known (code pending)>",Gallmakers
-1,17900,unknown gallmaker,<unknown gallmaker>,Gallmakers
-1,18006,pine tip moths,<pine tip moths>,"Terminal Shoot, Twig, and Root Feeders"
-1,18007,conifer swift moth,Korsheltellus gracilis,"Terminal Shoot, Twig, and Root Feeders"
-1,18008,coconut rhinoceros beetle,Oryctes rhinoceros,"Terminal Shoot, Twig, and Root Feeders"
-1,18009,scarab,<Scarabaeidae>,"Terminal Shoot, Twig, and Root Feeders"
-1,18010,june beetle,Phyllophaga spp.,"Terminal Shoot, Twig, and Root Feeders"
-1,18011,pales weevil,Hylobius pales,"Terminal Shoot, Twig, and Root Feeders"
-1,18012,periodical cicada,Magicicada septendecim,"Terminal Shoot, Twig, and Root Feeders"
-1,18013,northern pitch twig moth,Petrova albicapitana,"Terminal Shoot, Twig, and Root Feeders"
-1,18014,ponderosa pine tip moth,Rhyacionia zozana,"Terminal Shoot, Twig, and Root Feeders"
-1,18015,pitch-eating weevil,Pachylobius picivorus,"Terminal Shoot, Twig, and Root Feeders"
-1,18016,eastern pine weevil,Pissodes nemorensis,"Terminal Shoot, Twig, and Root Feeders"
-1,18017,adana tip moth,Rhyacionia adana,"Terminal Shoot, Twig, and Root Feeders"
-1,18018,twig girdler,Oncideres cingulata,"Terminal Shoot, Twig, and Root Feeders"
-1,18019,cranberry girdler,Chrysoteuchia topiaria,"Terminal Shoot, Twig, and Root Feeders"
-1,18020,pine reproduction weevil,Cylindrocopturus eatoni,"Terminal Shoot, Twig, and Root Feeders"
-1,18021,Douglas-fir twig weevil,Cylindrocopturus furnissi,"Terminal Shoot, Twig, and Root Feeders"
-1,18022,oak twig borers,Anelaphus spp.,"Terminal Shoot, Twig, and Root Feeders"
-1,18023,twig pruner,Anelaphus villosus,"Terminal Shoot, Twig, and Root Feeders"
-1,18024,eastern pine shoot borer,Eucosma gloriola,"Terminal Shoot, Twig, and Root Feeders"
-1,18025,western pine shoot borer,Eucosma sonomana,"Terminal Shoot, Twig, and Root Feeders"
-1,18026,pine root collar weevil,Hylobius radicis,"Terminal Shoot, Twig, and Root Feeders"
-1,18027,Warren root collar weevil,Hylobius warreni,"Terminal Shoot, Twig, and Root Feeders"
-1,18028,Engelmann spruce weevil,Pissodes strobi,"Terminal Shoot, Twig, and Root Feeders"
-1,18029,lodgepole terminal weevil,Pissodes terminalis,"Terminal Shoot, Twig, and Root Feeders"
-1,18030,European pine shoot moth,Rhyacionia buoliana,"Terminal Shoot, Twig, and Root Feeders"
-1,18031,western pine tip moth,Rhyacionia bushnelli,"Terminal Shoot, Twig, and Root Feeders"
-1,18032,Nantucket pine tip moth,Rhyacionia frustrana,"Terminal Shoot, Twig, and Root Feeders"
-1,18033,lodgepole pine tip moth,Rhyacionia montana,"Terminal Shoot, Twig, and Root Feeders"
-1,18034,southwestern pine tip moth,Rhyacionia neomexicana,"Terminal Shoot, Twig, and Root Feeders"
-1,18035,subtropical pine tip moth,Rhyacionia subtropica,"Terminal Shoot, Twig, and Root Feeders"
-1,18036,cottonwood twig borer,Gypsonoma haimbachiana,"Terminal Shoot, Twig, and Root Feeders"
-1,18037,pine shoot beetle,Tomicus piniperda,"Terminal Shoot, Twig, and Root Feeders"
-1,18038,palmetto weevil,Rynchophorus cruentatus,"Terminal Shoot, Twig, and Root Feeders"
-1,18039,cicadas,<Cicadidae>,"Terminal Shoot, Twig, and Root Feeders"
-1,18800,"other terminal shoot, twig, or root feeder, known (code pending)","<other terminal shoot, twig, or root feeder, known (code pending)>","Terminal Shoot, Twig, and Root Feeders"
-1,18900,"unknown terminal shoot, twig, or root feeder","<unknown terminal shoot, twig, or root feeder>","Terminal Shoot, Twig, and Root Feeders"
-1,19000,general diseases,<general diseases>,General Diseases
-1,20000,miscellaneous diseases,<miscellaneous diseases>,Miscellaneous Diseases
-1,20001,damping-off,<damping-off>,Miscellaneous Diseases
-1,20002,gray mold,Botrytis cinerea,Miscellaneous Diseases
-1,20005,virus,<virus>,Miscellaneous Diseases
-1,20006,coconut cadang-cadang viroid,CCCvd (246-mecleotide form),Miscellaneous Diseases
-1,20007,western X-disease phytoplasma,western X-disease phytoplasma,Miscellaneous Diseases
-1,20008,elm phloem necrosis,Candidatus Phytoplasma ulmi,Miscellaneous Diseases
-1,20009,tobacco mosaic virus,<tobacco mosaic virus>,Miscellaneous Diseases
-1,20010,tobacco ringspot virus,Nepovirus TRSV,Miscellaneous Diseases
-1,20011,fire blight,Erwinia amylovora,Miscellaneous Diseases
-1,20800,"other micellaneous pathogen, known (code pending)","<other miscellaneous pathogen, known (code pending)>",Miscellaneous Diseases
-1,20900,"other miscellanous pathogen, unknown","<other miscellanous pathogen, unknown>",Miscellaneous Diseases
-1,21000,root/butt diseases,<root/butt diseases>,Root Diseases / Decay
-1,21001,Armillaria root disease,Armillaria spp.,Root Diseases / Decay
-1,21002,yellow stringy rot,Scytinostroma galactinum,Root Diseases / Decay
-1,21003,Cylindrocladium root disease,Cylindrocladium spp.,Root Diseases / Decay
-1,21004,brown crumbly rot (red belt fungus),Fomitopsis pinicola,Root Diseases / Decay
-1,21005,black root rot of pine,Fusarium oxysporum,Root Diseases / Decay
-1,21006,Fusarium root rot,Fusarium spp.,Root Diseases / Decay
-1,21007,white mottled rot,Ganoderma spp.,Root Diseases / Decay
-1,21008,Ganoderma rot of hardwoods,Ganoderma lucidum,Root Diseases / Decay
-1,21009,Ganoderma rot of conifers,Ganoderma tsugae,Root Diseases / Decay
-1,21010,Heterobasidion root disease,Heterobasidion spp.,Root Diseases / Decay
-1,21011,circinatus root rot,Onnia circinata,Root Diseases / Decay
-1,21012,tomentosus root rot/false velvet top fungus,Onnia tomentosa,Root Diseases / Decay
-1,21013,charcoal root rot,Macrophomina phaseolina,Root Diseases / Decay
-1,21014,black stain root disease,Leptographium wageneri,Root Diseases / Decay
-1,21015,Schweinitzii root and butt rot,Phaeolus schweinitzii,Root Diseases / Decay
-1,21016,flame tree root disease,Phellinus noxius,Root Diseases / Decay
-1,21017,laminated root rot,Coniferiporia sulphurascens,Root Diseases / Decay
-1,21019,littleleaf disease / Phytophthora root rot,Phytophthora cinnamomi,Root Diseases / Decay
-1,21020,Port-Orford-cedar root disease,Phytophthora lateralis,Root Diseases / Decay
-1,21022,Pythium root rot,Pythium spp.,Root Diseases / Decay
-1,21023,procera root disease of conifers,Leptographium procerum,Root Diseases / Decay
-1,21025,borealis conk,Climacocystis borealis,Root Diseases / Decay
-1,21026,yellow pitted rot,Hericium abietis,Root Diseases / Decay
-1,21027,brown cubical rot,Laetiporus sulphureus,Root Diseases / Decay
-1,21028,sudden oak death,Phytophthora ramorum,Root Diseases / Decay
-1,21029,Rhizina root disease,Rhizina undulata,Root Diseases / Decay
-1,21030,yellow root rot,Perenniporia subacida,Root Diseases / Decay
-1,21031,brown top rot,Fomitopsis cajanderi,Root Diseases / Decay
-1,21033,pocket dry rot,Tyromyces amarus,Root Diseases / Decay
-1,21034,Phytophthora disease of alder,Phytophtora alni,Root Diseases / Decay
-1,21035,Douglas-fir black stain root disease,Leptographium wageneri var. pseudotsugae,Root Diseases / Decay
-1,21036,pine black stain root disease,Leptographium wageneri var. ponderosum,Root Diseases / Decay
-1,21037,Heterobasidion root disease P-type,Heterobasidion irregulare,Root Diseases / Decay
-1,21038,Heterobasidion root disease S-type,Heterobasidion occidentale,Root Diseases / Decay
-1,21039,heart rot,<heart rot>,Root Diseases / Decay
-1,21040,stem rot,<stem rot>,Root Diseases / Decay
-1,21041,sap rot,<sap rot>,Root Diseases / Decay
-1,21042,gray brown sap rot,Cryptoporus volvatus,Root Diseases / Decay
-1,21043,red rot,Dichomitus squalens,Root Diseases / Decay
-1,21044,Indian paint fungus,Echinodontium tinctorium,Root Diseases / Decay
-1,21045,Fusarium cortical stem rot,Gibberella avenacea,Root Diseases / Decay
-1,21046,canker rot of oak,Inonotus hispidus,Root Diseases / Decay
-1,21047,cinder conk / sterile conk trunk rot,Inonotus obliquus,Root Diseases / Decay
-1,21048,ash heart rot,Perenniporia fraxinophila,Root Diseases / Decay
-1,21049,red ring rot,Porodaedalea pini,Root Diseases / Decay
-1,21050,aspen trunk rot,Phellinus tremulae,Root Diseases / Decay
-1,21051,stem decay of black walnut,Sanghuangporus weirianus,Root Diseases / Decay
-1,21052,brown trunk rot / quinine conk,Fomitopsis officinalis,Root Diseases / Decay
-1,21053,wet rot / cellar fungus,Coniophora puteana,Root Diseases / Decay
-1,21054,tinder fungus,Fomes fomentarius,Root Diseases / Decay
-1,21055,purple conk,Trichaptum abietinum,Root Diseases / Decay
-1,21056,pinyon black stain root disease,Leptographium wageneri,Root Diseases / Decay
-1,21057,white trunk rot of conifers / Hartig’s conk,Phellinus hartigii,Root Diseases / Decay
-1,21058,false tinder fungus,Phellinus igniarius,Root Diseases / Decay
-1,21059,robustus conk,Fomitiporia robusta,Root Diseases / Decay
-1,21060,yellow cap fungus,Pholiota alnicola,Root Diseases / Decay
-1,21061,oyster mushroom,Pleurotus ostreatus,Root Diseases / Decay
-1,21062,redcedar white ring rot,Obba rivulosa,Root Diseases / Decay
-1,21063,cedar brown pocket rot,Postia serieomollis,Root Diseases / Decay
-1,21064,sterile conk of maple and beech,Inonotus glomeratus,Root Diseases / Decay
-1,21065,birch conk,Piptoporus betulinus,Root Diseases / Decay
-1,21066,red ring rot canker,Porodaedalea cancriformans,Root Diseases / Decay
-1,21067,bacterial wetwood,Enterobacter nimipressuralis,Root Diseases / Decay
-1,21068,artist's conk,Ganoderma applanatum,Root Diseases / Decay
-1,21069,Phytophthora spp.,<Phytophthora spp.>,Root Diseases / Decay
-1,21070,cedar laminated butt rot / yellow ring rot,Coniferiporia weirii,Root Diseases / Decay
-1,21071,Coniophora (arida) brown rot,Coniophora arida,Root Diseases / Decay
-1,21072,rainbow conk / turkey tail,Trametes versicolor,Root Diseases / Decay
-1,21073,blue stain of spruce,Leptographium abietinum,Root Diseases / Decay
-1,21074,<Pholiota spp.>,Pholiota spp.,Root Diseases / Decay
-1,21800,"other root disease or decay, known (code pending)","<other root disease or decay, known (code pending)>",Root Diseases / Decay
-1,21900,unknown root disease or decay,<unknown root disease or decay >,Root Diseases / Decay
-1,22000,stem decays/cankers,<stem decys/cankers>,Cankers
-1,22006,black knot of cherry,Apiosporina morbosa,Cankers
-1,22007,atropellis canker,Atropellis piniphila,Cankers
-1,22008,Siberian elm canker,Botryodiplodia hypodermia,Cankers
-1,22009,Botryosphaeria canker,Botryosphaeria ribis,Cankers
-1,22010,black rot fungus,Botryosphaeria stevensii,Cankers
-1,22011,Caliciopsis canker,Caliciopsis pinea,Cankers
-1,22012,black canker of aspen,Ceratocystis populicola,Cankers
-1,22013,Sycamore canker,Ceratocystis fimbriata f. sp. platani,Cankers
