HUC12,Sum_Survey_Acrea_2007,Sum_AreaMapped_2007,Sum_Damage_Area_2007
10100020101,17565.65843052641,0,0
10100020102,14654.374189324926,0,0
10100020103,18630.050439042403,0,0
10100020104,11666.525467001931,0,0
10100020105,37714.36706878926,0,0
10100020201,23159.55378317167,0,0
10100020202,12498.433764564155,0,0
10100020203,12177.82465350853,0,0
10100020204,31262.404772302816,0,0
10100020301,0,0,0
10100020302,0,0,0
10100020303,0,0,0
10100020304,17784.938932250563,0,0
10100020305,15550.766578281535,0,0
10100020306,6570.408457181157,0,0
10100020307,6491.455569116548,0,0
10100020308,20062.72450427007,0,0
10100020401,16137.24308444659,0,0
10100020402,11635.88148828992,0,0
10100020403,28174.987248687085,0,0
10100020404,14554.325718824975,0,0
10100020405,11333.357928992593,0,0
10100020406,10087.764326288308,0,0
10100020501,22649.756515069774,0,0
10100020502,25700.87351551171,0,0
10100020503,11694.403661981762,0,0
10100020504,19077.320158611965,0,0
10100020505,20131.954755110215,0,0
10100020601,10536.596209707013,0,0
10100020602,46432.932818045745,0,0
10100020701,4904.805968391658,0,0
10100020702,5013.428857226045,0,0
10100020703,5020.898677462107,0,0
10100020704,36078.780845138615,0,0
10100020705,20009.05472724334,0,0
10100020706,3763.8068668690275,0,0
10100020707,7457.366569204073,0,0
10100020708,9281.662457603803,0,0
10100020709,14418.239428753812,0,0
10100020710,11171.468715922912,0,0
10100020711,35472.91209963956,0,0
10100030101,19122.121543749287,0,0
10100030102,20278.127283297006,0,0
10100030103,11245.766822217684,0,0
10100030104,15986.445925018079,0,0
10100030105,11228.76178004407,0,0
10100030201,10194.475185592297,0,0
10100030202,10163.625409398275,0,0
10100030203,36212.23891989659,0,0
10100030204,18843.80318638967,0,0
10100030205,39360.34876539661,0,0
10100030206,28176.904061094134,0,0
10100030207,20106.364808580038,0,0
10100030301,0,0,0
10100030302,2902.59517312514,0,0
10100030303,0,0,0
10100030304,0,0,0
10100030305,0,0,0
10100030306,0,0,0
10100030307,0,0,0
10100030308,0,0,0
10100030309,0,0,0
10100030310,12955.129900847478,0,0
10100030401,43223.37813641909,0,0
10100030402,0,0,0
10100030403,3531.958313686423,0,0
10100040101,15668.2294420864,0,0
10100040102,21118.129922996628,0,0
10100040103,13276.824647478219,0,0
10100040104,5277.004296884089,0,0
10100040201,29731.0962005964,0,0
10100040202,25160.5885164282,0,0
10100040203,21759.600845076056,0,0
10100040301,19699.293408393423,0,0
10100040302,11519.719378759246,0,0
10100040303,26648.880616563638,0,0
10100040304,11756.131075541685,0,0
10100040305,12531.07670538684,0,0
10100040306,17344.099774352682,0,0
10100040401,27497.458614981162,0,0
10100040402,26551.833459261485,0,0
10100040501,26613.917685750446,0,0
10100040502,5924.127425365648,0,0
10100040503,16293.648457516678,0,0
10100040504,10786.910597067155,0,0
10100040505,25802.168187379488,0,0
10100040506,23192.86616688415,0,0
10100040507,21343.284030772324,0,0
10100040601,14278.311351339327,0,0
10100040602,10524.63527488589,0,0
10100040603,25203.520368498954,0,0
10100040604,11827.916317607596,0,0
